Hash_ID,Vector,Focus_Area,Tier,Source,Date,Title,Snippet,Link
ab03c623d884cf60f6f9a01864fb56f3,Institutional_Positioning_Dec2025,Fund_Flows,Financial_Deep,bloomberg.com,2025-12-02,"Money-Market Assets Rise to Record $8 Trillion, Crane Says","“Money market funds continue to draw inflows as yields remain highly attractive amid gradual Fed rate cuts,” said Gennadiy Goldberg, head of US interest ...",https://www.bloomberg.com/news/articles/2025-12-02/money-market-assets-top-8-trillion-for-first-time-crane-says
c392174c258de08959e2434f8c1a305c,Institutional_Positioning_Dec2025,Fund_Flows,Financial_Deep,seekingalpha.com,2025-12-17,"The Safe Asset Squeeze Is Coming, And It Could Push ...",Maybe the turn to equities will support fund flows. Thanks for your article ... flow as it leaves the money market. High quality preferred stocks are ...,https://seekingalpha.com/article/4854096-the-safe-asset-squeeze-is-coming-and-it-could-push-money-toward-equities
dde3f2434354a9e162f5718dde0240f7,Institutional_Positioning_Dec2025,Fund_Flows,Financial_Deep,seekingalpha.com,2025-12-10,FOMC December 2025: $40B In 30 Days - The Fed Knows ...,"When this happens, it means marginal liquidity has dried up and banks are competing for reserve funding. This is the same signal the money market sent to the ...",https://seekingalpha.com/article/4852266-fomc-december-2025-40b-in-30-days-the-fed-knows-something-you-dont
fe118dc65a4c1c021aa4566f3ab5f677,Institutional_Positioning_Dec2025,Fund_Flows,Financial_Deep,bloomberg.com,2025-12-18,Munis Set to Reap Cash as Fed Cuts Rates ...,"... funds seeing net inflows of $50 billion this year. Rate cuts could also ... money-market funds. Norton expects that munis, and in particular higher ...",https://www.bloomberg.com/news/articles/2025-12-18/munis-set-to-reap-cash-as-fed-cuts-rates-alliancebernstein-says
67874831011424de129552ce1d38470e,Institutional_Positioning_Dec2025,Fund_Flows,Financial_Deep,seekingalpha.com,2025-12-21,2026 Market Outlook - A Soft Landing Will Bring More Bull ...,"That won't concern me unless we breach 5%, but the $8 trillion mountain of money market funds realizing gradually lower yields is likely to extend duration ...",https://seekingalpha.com/article/4854908-2026-market-outlook-soft-landing-will-bring-more-bull-market-gains
7fa5bc3b881e6530a2bb8499b46c6a87,Institutional_Positioning_Dec2025,Fund_Flows,Financial_Deep,markets.ft.com,2025-12-19,Half-year Financial Report – Company Announcement - FT.com,"Cash equivalents are held in a money market fund. ​ ​ ​ ​. 9. Called up share capital. ​. At the end of the period there were 301,265,952 (30 September 2024 ...",https://markets.ft.com/data/announce/detail?dockey=1323-17382959-2IL2J01NVRJBDASAAVOLLDH771
c072e8e90106b32ecb79d712cc0fd5a9,Institutional_Positioning_Dec2025,Fund_Flows,Financial_Deep,seekingalpha.com,2025-12-22,The 2026 Market Derby Is Under Starter's Orders,"Gold (GLD) is positioned to outperform in 2026 amid persistent geopolitical risk, de-dollarization, and a weak USD environment.",https://seekingalpha.com/article/4855078-2026-market-derby-under-starters-orders-where-put-your-money-market-rotates
cdcce0810c528aed99b6d3848a263d21,Institutional_Positioning_Dec2025,Fund_Flows,Financial_Deep,bloomberg.com,2025-12-03,FTSE 100 Live: Stocks Regain Composure After Latest AI ...,"It, however, already has huge demand for the assets because there is more than $8 trillion parked in money market funds. Gennadiy Goldberg, the head of US ...",https://www.bloomberg.com/news/live-blog/2025-12-03/ftse-100-live-pound-bitcoin-us-data-airbus-what-s-moving-uk-markets-right-now-markets-today-mipnb3fp
3b72ec1572fbdb9b1ead9331a0a8e8a6,Institutional_Positioning_Dec2025,Fund_Flows,Financial_Deep,seekingalpha.com,2025-12-19,iShares Prime Money Market ETF declares monthly ...,iShares Prime Money Market ETF (PMMF) - $0.3301. 30-Day SEC Yield of 3.90% as of Dec. 18. Payable Dec 24; for shareholders of record Dec 19; ex-div Dec 19.,https://seekingalpha.com/news/4533637-ishares-prime-money-market-etf-declares-monthly-distribution-of-03301
c2d3ce0e9ab7a9deffbf4fe452670ccc,Institutional_Positioning_Dec2025,Fund_Flows,Financial_Deep,seekingalpha.com,2025-12-08,2 REITs To Buy Before December 10th,"There is currently a record $7 trillion comfortably sitting in money-market funds, earning a 4% yield. But as that turns into just 2.75%, increasingly many ...",https://seekingalpha.com/article/4851004-2-reits-to-buy-before-december-10th
3e47ffd3cce74bf908e719b3c893fdc5,Institutional_Positioning_Dec2025,Fund_Flows,Institutional_Data,federalreserve.gov,2025-12-10,Transcript of Chair Powell's Press Conference December ...,"In light of the continued tightening in money market interest rates relative to our administered rates, and other indicators of reserve market conditions ...",https://www.federalreserve.gov/mediacenter/files/FOMCpresconf20251210.pdf
3b8f1df3dbac3034049f534d9b74bf5b,Institutional_Positioning_Dec2025,Fund_Flows,Institutional_Data,federalreserve.gov,2025-12-17,The Fed - FEDS Notes,"With fast growing combined assets exceeding $20 trillion, bank deposits and money market funds (MMFs) play increasingly important roles in monetary policy ...",https://www.federalreserve.gov/econres/notes/feds-notes/default.htm
9cff105d6e1a8abdd2c677c4f4912194,Institutional_Positioning_Dec2025,Fund_Flows,Institutional_Data,federalreserve.gov,2025-12-16,Finance and Economics Discussion Series (FEDS) - 2025,We examine whether access to the Federal Reserve's Overnight Reverse Repo Facility (ON RRP) affects money market fund flows during flight-to-safety episodes.,https://www.federalreserve.gov/econres/feds/2025.htm
2cb6e44c3b6288d9b19ae7995a2262da,Institutional_Positioning_Dec2025,Fund_Flows,Institutional_Data,federalreserve.gov,2025-12-13,The Fed - Banking and Financial Institutions,Erik Bostrom Senior Fin Inst Policy Analyst I Money Market Analysis Monetary ... Ioana Neamtu Senior Economist Flow of Funds Research and Statistics.,https://www.federalreserve.gov/econres/banking-financial-institutions-f.htm
09e6eda9f7049c30ada871473915cd6d,Institutional_Positioning_Dec2025,Fund_Flows,Institutional_Data,sec.gov,2025-12-17,Notes to Unaudited Condensed Financial Statements,"... money market funds meeting certain conditions under Rule 2a-7 under the Investment Company Act of 1940, as amended (the “Investment Company Act”), and that ...",https://www.sec.gov/Archives/edgar/data/1861063/000121390025122838/ea0269115-10q_aquaron.htm
24af8330c7b62b4319c17d6c57cc3054,Institutional_Positioning_Dec2025,Fund_Flows,Institutional_Data,sec.gov,2025-12-08,S-1/A,"Given the sustained flow of investment funds into passive strategies ... money market investments. Other (Expense) Income, net. Other (expense) income ...",https://www.sec.gov/Archives/edgar/data/2046386/000119312525311099/d55108ds1a.htm
8d9945f634b1d9532b118c719a411909,Institutional_Positioning_Dec2025,Fund_Flows,Institutional_Data,sec.gov,2025-12-03,"Rabo Securities USA, Inc. December 3 l, 2016 With Report ...","The following is a summary of the financial assets and liabilities measured at fair value on a recurring basis as of December 31, 2016. Assets. Money market ...",https://www.sec.gov/Archives/edgar/data/1182014/000118201417000003/asofc_123116_final_opinion_.pdf
1b397e40d6bff4aafd15b0b1f9d957ec,Institutional_Positioning_Dec2025,Fund_Flows,Institutional_Data,sec.gov,2025-12-17,Form N-4,"Briefly describe each Portfolio Company's type (e.g., money market fund, bond fund, balanced fund, etc.), or include a brief statement describing the Portfolio.",https://www.sec.gov/files/formn-4.pdf
ecdd3fd5b27dbcd1dfe95ae94edd22f2,Institutional_Positioning_Dec2025,Fund_Flows,Tech_Sovereign,scmp.com,2025-12-14,Hong Kong Monetary Authority (HKMA),"Franklin Templeton introduces tokenised money market fund in Hong Kong. The launch marks the first project under the HKMA's Fintech 2030 strategy, aimed at ...",https://www.scmp.com/topics/hong-kong-monetary-authority-hkma
ee770cbb19009700c8848d256ebb492f,Institutional_Positioning_Dec2025,Fund_Flows,Tech_Sovereign,scmp.com,2025-12-01,Fintech: Latest News and Updates,"Franklin Templeton introduces tokenised money market fund in Hong Kong. The launch marks the first project under the HKMA's Fintech 2030 strategy, aimed at ...",https://www.scmp.com/topics/fintech
e15db6731b73bb090c25081d82dceb6f,Historical_Ritual_Correlation,Pattern_Recognition,Financial_Deep,seekingalpha.com,2025-12-14,Investors tilt toward 'run-it-hot' trades as sentiment nears ...,"Harnett said in the Dec. 12 report the revamped BofA Bull & Bear Indicator, widely watched for contrarian signals, rose to 7.8, placing ...",https://seekingalpha.com/news/4531246-investors-tilt-toward-run-it-hot-trades-as-sentiment-nears-extreme-bullish-bofa
1701cdc46ea110c3daa8e3b5ea531451,Historical_Ritual_Correlation,Pattern_Recognition,Financial_Deep,bloomberg.com,2017-08-09,"If We Are Racing to the Pre-Crisis Bubble, Here Are 12 ...","“The BofAML Bull & Bear Indicator has risen to 7.6, nearly giving the first 8.0 'sell' signal of excess risk appetite since 2013. The ...",https://www.bloomberg.com/news/articles/2017-08-09/if-we-are-racing-to-the-pre-crisis-bubble-here-are-12-charts-to-watch
214ebf48624ec9175ea9f9e91a245e7e,Historical_Ritual_Correlation,Pattern_Recognition,Financial_Deep,bloomberg.com,2024-10-15,Froth Is Back in the Stock Market. BofA Calls It a Sell Signal,"... Bull & Bear Indicator to reach a level of 8.0, compared with 7.1 currently. — Michael Msika and Lynn Thomasson. On the move. Trump Media ...",https://www.bloomberg.com/news/newsletters/2024-10-15/froth-is-back-in-the-stock-market-bofa-calls-it-a-sell-signal
7d8f8e27abdd2522ab46d2291f99e14d,Historical_Ritual_Correlation,Pattern_Recognition,Financial_Deep,bloomberg.com,2022-08-16,Where the Amazon Fallacy Runs Into the Growth Rebound,"The bank's custom bull & bear indicator remains “max bearish,” which means its strategists see no immediate reversal of the bear market rally.",https://www.bloomberg.com/opinion/articles/2022-08-17/amazon-fallacy-looms-in-the-growth-rebound-as-investors-overlook-value
941aed2442734c292d741502e95ba474,Historical_Ritual_Correlation,Pattern_Recognition,Financial_Deep,seekingalpha.com,2025-05-31,Markets poised for 'big breakout/breakdown' as dollar ...,"The Bull & Bear Indicator has ticked up to 4.2 from 3.7, driven by high-yield and EM bond inflows and strong technical breadth across global ...",https://seekingalpha.com/news/4454047-markets-poised-for-big-breakoutbreakdown-as-dollar-weakens-bofas-michael-hartnett
5c5e6adadccee74c90becb942e6fb802,Historical_Ritual_Correlation,Pattern_Recognition,Financial_Deep,bloomberg.com,2022-07-20,Bernstein Disagrees With BofA Survey on Capitulation,"Bank of America strategists said their custom bull & bear indicator remains “max bearish,” which could be a contrarian signal for a short-term ...",https://www.bloomberg.com/news/articles/2022-07-20/bernstein-strategists-say-stocks-have-yet-to-see-capitulation
f8bbd511f235eeaf77c82184d9d38916,Historical_Ritual_Correlation,Pattern_Recognition,Financial_Deep,wsj.com,2025-01-02,New Orleans Attack Leaves 15 Dead,"... financial crash of 2008-09. That hit, along with the trauma of ... Jewish holidays. The secular education police really are nasty. New ...",https://www.wsj.com/public/resources/documents/7a7j90E3xfeCo7a6Z0EP-WSJNewsPaper-1-2-2025.pdf
ca31e97899e8267471d0a652d12bb0ee,Historical_Ritual_Correlation,Pattern_Recognition,Financial_Deep,wsj.com,2021-12-22,U.S. to Disburse 500 Million Covid Test Kits,"sunrise on the winter solstice, the first day of winter, in the Northern Hemisphere. ... December's volatility has added to many funds ...",https://www.wsj.com/public/resources/documents/iJdXqYj1rMuhiJdC3nUw-WSJNewsPaper-12-22-2021.pdf
c9b7963c74d3e3f3bc1a7e5128e4c933,Historical_Ritual_Correlation,Pattern_Recognition,Financial_Deep,bloomberg.com,2022-12-20,Watch Bloomberg Market's The Close (12/20/2022),"THE SOLSTICE. THE WINTER SOLSTICE. IT MAY BE SAD FOR SOME BECAUSE DECEMBER 21 IS THE SHORTEST DAY OF THE YEAR, BUT IT MEANS CHRISTMAS IS ...",https://www.bloomberg.com/news/videos/2022-12-21/bloomberg-market-s-the-close-12-20-2022
ee299ee8e2c50becf1cc1d8b75fc6f55,Historical_Ritual_Correlation,Pattern_Recognition,Financial_Deep,bloomberg.com,2019-06-21,Watch 'Bloomberg Daybreak: Americas' Full Show (06/21/2019),"TYPICALLY ON THESE DAYS, YOU DO SEE SOME VOLUME AND VOLATILITY SPIKE. LAST QUADRUPLE WITCHING DAY WE HAD WAS DECEMBER 21. THAT VOLATILITY ...",https://www.bloomberg.com/news/videos/2019-06-21/-bloomberg-daybreak-americas-full-show-06-21-2019-video
aa04c49a761e72e3bad213f6cc064afc,Historical_Ritual_Correlation,Pattern_Recognition,Financial_Deep,bloomberg.com,2025-11-18,Stocks Face Sell Signal as Cash Holdings Drop in BofA ...,"With investor exposure to stocks still the highest since February in the BofA survey, Hartnett said the market would “correct further” without ...",https://www.bloomberg.com/news/articles/2025-11-18/stocks-face-sell-signal-as-cash-holdings-decline-in-bofa-survey
8ca1f7f9c34acaeec40f6c0d74873275,Historical_Ritual_Correlation,Pattern_Recognition,Financial_Deep,bloomberg.com,2024-12-17,BofA Says Stocks Flash Sell Signal After Cash Holdings ...,"Since 2011, every time the BofA sell signal was triggered, the MSCI All-Country World Index handed investors losses of 2.4% in the following ...",https://www.bloomberg.com/news/articles/2024-12-17/bofa-s-sell-signal-for-stocks-triggered-as-cash-holdings-tumble
189f7c4b4ab207b1ef246ff0e8beb2b0,Historical_Ritual_Correlation,Pattern_Recognition,Financial_Deep,bloomberg.com,2022-09-01,BofA Sees Cracks Finally Forming in Traders' S&P 500 ...,BofA Sees Cracks Finally Forming in Traders' S&P 500 Bearishness. Its sell-side indicator rises first time since October 2021; Savita ...,https://www.bloomberg.com/news/articles/2022-09-01/bofa-sees-cracks-finally-forming-in-traders-s-p-500-bearishness
c7ae46c3a11f9226b6cc610187ed11c6,Historical_Ritual_Correlation,Pattern_Recognition,Financial_Deep,bloomberg.com,2024-10-15,"Global Stocks Optimism Flashes Sell Signal, BofA Survey ...","Global Stocks Optimism Flashes Sell Signal, BofA Survey Shows. Equities fall 2.5% on average in month following signal: BofA; Strong US ...",https://www.bloomberg.com/news/articles/2024-10-15/global-stocks-optimism-flashes-sell-signal-bofa-survey-shows
e41eadc5dad40b6f9a1a63cbea5845bf,Historical_Ritual_Correlation,Pattern_Recognition,Financial_Deep,bloomberg.com,2025-06-06,BofA's Hartnett Says Global Stocks Are Close to Sell Signal,"BofA's Hartnett Says Global Stocks Are Close to Sell Signal ... past four weeks. Should that reading increase to more than 1%, it would be ...",https://www.bloomberg.com/news/articles/2025-06-06/bofa-s-hartnett-says-stocks-are-close-to-setting-off-sell-signal
b7f8297a2b2e1f7c70d7d20b387b3b5a,Historical_Ritual_Correlation,Pattern_Recognition,Financial_Deep,bloomberg.com,2025-07-04,S&P 500 Is a Touch Away From Triggering Sell Signal ...,"S&P 500 Is a Touch Away From Triggering Sell Signal, BofA Says ... S&P 500 Is Tracking a Third Month of Gains. The index has rebounded after ...",https://www.bloomberg.com/news/articles/2025-07-04/s-p-500-is-a-touch-away-from-triggering-sell-signal-bofa-says
8b19a62c32ace96248b9fb780789a4e4,Historical_Ritual_Correlation,Pattern_Recognition,Financial_Deep,bloomberg.com,2023-01-03,Bank of America Stock Indicator Near 'Buy' Since 2017,BofA's Stock Indicator Is the Closest It's Been to 'Buy' Since 2017. The bank's contrarian stock gauge fell 33 bps in December; BofA says ...,https://www.bloomberg.com/news/articles/2023-01-03/bank-of-america-s-stock-indicator-is-closest-it-s-been-to-buy-since-2017
1549a5742b6befbdfeb00216b92c3d68,Historical_Ritual_Correlation,Pattern_Recognition,Financial_Deep,bloomberg.com,2023-11-01,BofA Sentiment Indicator: S&P 500 Gaining 16% Next Year,"Source: BofA Global Research. The S&P 500 dropped 2.2% in October ... Historically, when the bank's Sell-Side Indicator has been at the ...",https://www.bloomberg.com/news/articles/2023-11-01/bofa-sentiment-indicator-shows-s-p-gaining-16-over-next-year
22a4a23a4897eb6c564ec449819294c9,Historical_Ritual_Correlation,Pattern_Recognition,Financial_Deep,bloomberg.com,2020-12-15,BofA Sell Signal: Stocks Rush Out of Cash - Bloomberg,Bank of America Flags Sell Signal for Stocks as Investors Rush Out of Cash. Investors are underweight cash for first time since 2013: BofA; Fund ...,https://www.bloomberg.com/news/articles/2020-12-15/bofa-flags-sell-signal-for-stocks-as-investors-rush-out-of-cash
43582cd47f1558091305e48d9f81196c,Historical_Ritual_Correlation,Pattern_Recognition,Alt_Intel,wikileaks.org,2011-09-30,Securitized Products Strategy,"BofA Merrill Lynch does and seeks to do business with companies covered in its research reports. As a result, investors should be aware that ...",https://wikileaks.org/gifiles/attach/97/97528__BofA_Securitized%20Products%20Strategy%20Securitization%20Weekly.PDF
d1985f99fe9e253d84961d6c5ef96743,Historical_Ritual_Correlation,Pattern_Recognition,Alt_Intel,wikileaks.org,2011-12-13,Morning Market Tidbits,"BofA Merrill Lynch does and seeks to do business with companies covered in its research reports. As a result, investors should be aware that ...",https://wikileaks.org/gifiles/attach/48/48430_boa%20121311.pdf
0cdf4339a19b2b0f5d04d3269215741c,Historical_Ritual_Correlation,Pattern_Recognition,Alt_Intel,wikileaks.org,2008-05-30,Deal Journal: Mean Street: Sear's Wall Street Seduction,"ent is a reversal of BofA's earlier statements, and it's a sign that the ba= nk will squeeze value out of Countrywide in an attempt to ...",https://wikileaks.org/gifiles/docs/12/1246245_deal-journal-mean-street-sear-s-wall-street-seduction-.html
